Partei: Nr.,Partei: Kurzbezeichnung,Partei: Name,These: Nr.,These: Titel,These: These,Position: Position,Position: Begründung
19,Bündnis C,Bündnis C - Christen für Deutschland,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme zu,"Das Übereinkommen von Paris zum Klimaschutz ist dahingehend zu überprüfen, wie effektiv Klimaveränderungen durch CO2-Reduktion beeinflusst werden können. Die unterzeichnenden Staaten müssen entscheiden, welche Ziele sie für die Zusammenarbeit auf nationaler, lokaler und individueller Ebene formulieren und wie sie diese ihren strukturellen, finanziellen und technologischen Möglichkeiten entsprechend umsetzen."
20,PdH,Partei der Humanisten,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,"Der menschengemachte Klimawandel ist allgegenwärtig und gefährdet uns Menschen schon heute entweder direkt durch gewaltige Fluten, Stürme oder Brände oder indirekt durch Ernteausfälle, Wasserknappheit oder die Verbreitung von neuen Krankheiten. Die EU hat sich 2015 als Unterzeichner des Pariser Klimaschutzabkommens dazu verpflichtet, die globale Erwärmung auf deutlich unter zwei Grad zu begrenzen. Diese Entscheidung war richtig, und das erklärte Ziel sollte mit aller Kraft weiterverfolgt werden."
21,MENSCHLICHE WELT,Menschliche Welt - für das Wohl und Glücklichsein aller,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme zu,"Wir halten den durch CO2 verursachten, menschengemachten Klimawandel für widerlegt. Wir sollten stattdessen den Schutz unserer Böden, Gewässer, Wälder und Luft angemessen verbessern."
22,DKP,Deutsche Kommunistische Partei,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,"Allerdings muss der Kurs, dass die Endverbraucher dies zahlen, geändert werden. Die Energiekonzerne haben über Jahrzehnte riesige Profite eingefahren. Sie müssen die Energie- und Verkehrswende bezahlen, die Herzstücke eines Wegs zur Klimaneutralität sein müssen."
23,MLPD,Marxistisch-Leninistische Partei Deutschlands,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,Die Klimakatastrophe gefährdet die Existenz der Menschheit. Um sie abzumildern sind größtmögliche Anstrengungen nötig. Allerdings ist der Begriff Klimaneutralität betrügerisch. Diese sogenannte Klimaneutralität lässt das Freikaufen von Umweltzerstörung mit dem Kauf von CO2 Zertifikaten ausdrücklich zu.
24,SGP,"Sozialistische Gleichheitspartei, Vierte Internationale",14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,"Wir brauchen eine rationale Planung der internationalen Produktion, um den Klimawandel zu stoppen. Dies ist nur in einer planwirtschaftlich organisierten Wirtschaft in einer sozialistischen Gesellschaft möglich, in der die Produktion anhand der Bedürfnisse der Bevölkerung ausgerichtet wird und nicht nach den Profitinteressen von Unternehmen. Nur so können Armut, soziale Ungleichheit, Krieg, der Klimawandel und die Zerstörung der Umwelt verhindert werden."
25,ABG,Aktion Bürger für Gerechtigkeit,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme zu,Der von Menschen verursachte CO2-bedingte Klimawandel ist erwiesenermaßen falsch. Wir sind für den sofortigen Stopp aller Maßnahmen des Pariser Klimaabkommens und für die Auflösung des CO2-Zertifikatehandels.
26,dieBasis,Basisdemokratische Partei Deutschland,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme zu,"Klima ist nur ein Punkt in der Bewertung der Umweltverträglichkeit, andere Parameter im Ziel-Dreieck der Energiewirtschaft sind der Preis und die Versorgungssicherheit."
27,BÜNDNIS DEUTSCHLAND,BÜNDNIS DEUTSCHLAND,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",neutral,"Umweltschutz und Ressourcenschonung sind zentrale politische, wirtschaftliche und gesellschaftliche Aufgaben. Hierzu gehört auch die Klimaneutralität. Eine durch Verbots- und Verzichtspolitik getriebene Abwanderung der Wirtschaft in Weltregionen mit sehr niedrigen Umweltstandards dient nicht dem Umweltschutz. Das Ziel der Klimaneutralität darf nicht zu einer planwirtschaftlichen Industriepolitik führen, welche gegenläufige und für die Umwelt nachteilige Effekte zeitigt."
28,BSW,Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,"Wir streben eine länderübergreifende europäische Kooperation für Zukunftsinvestitionen in Innovation, eine moderne Infrastruktur und die Förderung innovativer Schlüsseltechnologien für eine klimaneutrale, naturverträgliche Wirtschaft an."
29,DAVA,Demokratische Allianz für Vielfalt und Aufbruch,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,"Die Ablehnung des Ziels, klimaneutral zu werden, steht im Widerspruch zu unserem Engagement für eine nachhaltige Entwicklung und den globalen Klimaschutz gemäß unserem Parteiprogramm. Unsere Partei setzt sich klar für eine ambitionierte Klimapolitik ein und befürwortet Maßnahmen zur Förderung nachhaltiger Entwicklungsziele, sowohl national als auch international."
30,KLIMALISTE,Klimaliste Deutschland,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,Parteibeschluss: Als Partei haben wir es uns zur Aufgabe gemacht sozial gerechte und lösungsorientierte Klimapolitik zu machen. Die gesteckten Klimaziele der EU leisten einen elementaren Beitrag um den globalen Klimawandel zu bekämpfen. Die EU soll ihrer Verpflichtung das Pariser Abkommen einzuhalten nachkommen und Verantwortung für die globale Gemeinschaft übernehmen. Die Klimaziele zu verwerfen hätte verheerende Auswirkungen auf die Lebensbedingungen der Menschen in Europa und weltweit.
31,LETZTE GENERATION,Parlament aufmischen – Stimme der Letzten Generation,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,Ganz im Gegenteil muss die EU dieses Ziel endlich ernsthaft verfolgen und durch sozial-gerechte Maßnahmen umsetzen.
32,PDV,Partei der Vernunft,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme zu,"Es gibt keine praktisch durchführbare Möglichkeit, Klimaneutralität auch nur zu messen. Wie will man Erfolg feststellen, wenn man etwas nicht messen kann? Darüber hinaus ist die Klimaschädlichkeit von CO2 ist noch nicht erwiesen. Die wirtschaftlichen Nachteile wiegen die Umweltvorteile nicht auf."
33,PdF,Partei des Fortschritts,14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,"Der menschengemachte Klimawandel ist aktuell die größte Bedrohung für unsere globale Zivilisation und zwingt uns zur Anpassung. Es ist fraglich, ob wir den von uns angerichteten Schaden überhaupt wiedergutmachen können. Jedenfalls können und müssen wir aber darauf hinarbeiten unseren Planeten, unser Zuhause nicht noch weiter zu zerstören. Würden wir das Ziel der Klimaneutralität verwerfen, würden wir uns lediglich ein paar kurze weitere fette Jahre auf Kosten unserer Enkel erkaufen."
34,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",14,Verwerfen der Klimaziele,"Die EU soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,"Im Gegenteil, die EU muss schneller klimaneutral werden. Europa hat eine Strahlwirkung und viel geopolitischen Einfluss, um Klimaneutralität auch weltweit zu erreichen."
1,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme zu,"Zur Wahlfreiheit gehört für uns auch die Freiheit der Parteien, ihre Wahllisten aufzustellen. Für uns ist selbstverständlich, dass eine angemessene Zahl von Frauen und Männern auf den Wahllisten vertreten sein soll."
2,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme nicht zu,"Immer noch sind Frauen in der Politik nicht angemessen vertreten. Das wollen wir ändern. Um die Geschlechtergerechtigkeit zu stärken, setzen wir uns deshalb dafür ein, dass Wahllisten quotiert oder nach dem Reißverschlussverfahren aufgestellt werden."
3,SPD,Sozialdemokratische Partei Deutschlands,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme nicht zu,"Wir sorgen dafür, dass Frauen gerechter in Entscheidungsprozessen auch in der Politik vertreten sind und gehen mit unserer Europawahlliste mit gutem Beispiel voran. Quoten und Reißverschlusslisten, aber auch eine bessere geschlechtersensible politische Kultur sind hier geeignete Maßnahmen. Wir setzen uns für paritätisch besetzte Wahllisten ein, damit sich der Frauenanteil in der Gesellschaft auch im Europäischen Parlament widerspiegelt."
4,AfD,Alternative für Deutschland,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme zu,"Gleichberechtigung ist für die AfD eine Selbstverständlichkeit und darf nicht mit „Gleichstellung“ im Sinne einer Ergebnisgleichheit verwechselt werden. Männer und Frauen müssen weiterhin individuelle Lebensentwürfe verwirklichen können. Parlamente und auch andere Organisationen sind immer dann gut, wenn sie eine Bestenauslese vornehmen können. Die AfD ist der Meinung, dass Frauen, die eine politische Karriere anstreben, so gut sind, dass sie dafür keine Quoten benötigen."
5,DIE LINKE,DIE LINKE,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme nicht zu,Alle unsere Wahllisten sind quotiert. Die Linke setzt sich für eine gleichberechtigte Beteiligung von Frauen (auch) an der Politik ein. Ein Paritätsgesetz könnte dabei helfen.
6,FDP,Freie Demokratische Partei,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme zu,"Wir Freie Demokraten sind eine Partei, die Vielfalt lebt. Wir wollen mehr Frauen für Führungsfunktionen in unserer Partei und für Kandidaturen auf unseren Wahllisten gewinnen und damit auch mehr Vorbilder schaffen. Eine Quote halten wir nicht für zielführend und wäre auch schwer mit unserer Verfassung vereinbar. Stattdessen wollen wir die Bedingungen für Frauen in der Parteiarbeit weiter verbessern."
7,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme zu,"Der Anteil von Geschlechtern wie Thurn und Taxis, Guttenbergs, vonderLeyens sollte stark eingegrenzt bleiben. Notfalls durch die... (Im letzten Teil dieses Satzes erkannte die Bundeszentrale für politische Bildung einen ""ausdrücklichen Aufruf zu körperlicher Gewalt“. Wir haben deshalb das letzte Wort gestrichen und veröffentlichen es zeitnah separat irgendwo im Internet.)"
8,FREIE WÄHLER,FREIE WÄHLER,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme zu,"Wir lehnen eine verpflichtende paritätische Besetzung von Wahllisten ab. Es muss die Entscheidung der aufstellenden Parteigremien bleiben, welche Personen für eine Wahl aufgestellt werden."
9,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme nicht zu,"Wir erkennen die Bedeutung der Entscheidungsfreiheit der Parteien bei der Listenplatzvergabe an, sehen jedoch kritisch, dass die aktuelle Praxis oft nicht zu einer gerechten Geschlechterrepräsentation führt. Deshalb fordern wir verstärkte Anstrengungen und verbindliche Richtlinien, um eine ausgewogenere Beteiligung der Geschlechter im Europäischen Parlament sicherzustellen."
10,ÖDP,Ökologisch-Demokratische Partei - Die Naturschutzpartei,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme zu,"Die Aufstellung der Listen ist Teil der innerparteilichen Demokratie und gehört zu einem freiheitlichen Wahlsystem. Nicht „die Parteien“ entscheiden, sondern die Mitglieder bzw. Delegierten entscheiden, wer für eine Wahl auf welchem Listenplatz kandidieren soll. Und dies ist eine höchstpersönliche Entscheidung. Viele Landesverfassungsgerichte in Deutschland haben solche Änderungen von Wahlgesetzen bereits für verfassungswidrig erklärt."
11,FAMILIE,Familien-Partei Deutschlands,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme zu,"Jede staatliche Vorgabe in Demokratieprozesse muss gut begründet sein. Das Vorschreiben von Anforderungen an Listen halten wir von der Familien-Partei für völlig falsch. Der Wähler ist mündig genug um zu erkennen, ob er die ihm vorliegende Liste für wählbar hält oder nicht. Da braucht es keinen schweren Eingriff in die Organisation von Parteien, die in geheimen und fairen Wahlen ihre besten Kandidaten auserkoren haben."
12,Volt,Volt Deutschland,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme nicht zu,"Volt möchte Politik gleichberechtigt gestalten, macht sich daher für eine paritätische Besetzung von Wahllisten stark und setzt dies bereits selbst um."
13,PIRATEN,Piratenpartei Deutschland,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme zu,Das Geschlecht gibt keinerlei Auskünfte über die Qualifikation. Die freie Entscheidung der Parteien über ihre Listen ist durch das GG geschützt.
14,MERA25,MERA25 - Gemeinsam für Europäische Unabhängigkeit,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme nicht zu,"Das Recht der Parteien auf freie Ausübung und die Wahlrechtsgrundsätze auf Freiheit und Gleichheit der Wahl sind nicht absolut. Der Gesetzgeber kann und muss Einschränkungen dieser Rechte treffen, um andere legitime Zwecke zu verfolgen. Zu diesen legitimen Zwecken gehört auch die tatsächliche Durchsetzung der Gleichberechtigung zwischen Männern und Frauen, z.B. durch die Festlegung von Frauenquoten oder den Erlass von Paritätsgesetzen."
15,HEIMAT,Die Heimat,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme zu,"Nicht das Geschlecht sollte darüber entscheiden, wer bei Wahlen für ein Parlament kandidiert, sondern fachliche Eignung und Leistung. Darüber sollten nicht pauschale Quoten entscheiden, sondern die Parteien selbst."
16,TIERSCHUTZ hier!,Aktion Partei für Tierschutz,15,Geschlechteranteil auf Wahllisten,"Bei den Wahlen zum Europäischen Parlament sollen die Parteien weiterhin frei entscheiden können, wie groß der Anteil der Geschlechter auf ihren Listen ist.",stimme zu,"Da es sich bei der geschlechtlichen Identität bloß um eine soziale Konstruktion handelt und die geschlechtliche Identität in Abständen auswechselbar ist, machen diesbezügliche Anteile keinen Sinn mehr. Aus einer 100-prozentigen Frauenliste könnte theoretisch nach einiger Zeit eine 100-prozentige Liste von Personen werden, die sich als alles andere als weiblich identifizieren und demnach auch so ""gelesen"" und angesprochen werden müssen."
